frame,droplet_id,area_px,centroid_y,centroid_x,eccentricity,equivalent_diameter_px,perimeter_px,solidity,major_axis_px,minor_axis_px
0,255,2.0,1499.0,204.5,1.0,1.5957691216057308,0.0,1.0,2.0,0.0
0,256,2.0,1501.0,2867.5,1.0,1.5957691216057308,0.0,1.0,2.0,0.0
0,257,1.0,1513.0,1592.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,258,1.0,1528.0,154.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,259,2.0,1532.0,3023.5,1.0,1.5957691216057308,0.0,1.0,2.0,0.0
0,260,31.0,1546.1935483870968,1536.5483870967741,0.890064288849741,6.282549314314218,27.520815280171306,0.5166666666666667,12.480805132419603,5.689188005897118
0,261,1.0,1542.0,2959.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,262,1.0,1545.0,1808.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,263,2.0,1551.0,990.5,1.0,1.5957691216057308,0.0,1.0,2.0,0.0
0,264,1.0,1553.0,989.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,265,2025.0,1606.199012345679,16.40641975308642,0.7437541570735935,50.77706251929806,526.303607231218,0.6915983606557377,71.61229411330172,47.86947108282265
0,266,4.0,1591.75,43.5,0.9746687158738291,2.256758334191025,2.2071067811865475,0.8,4.680205767201096,1.046744465787899
0,267,5.0,1592.4,495.8,0.816496580927726,2.5231325220201604,5.207106781186548,1.0,3.098386676965933,1.7888543819998317
0,268,62.0,1600.3548387096773,88.56451612903226,0.698082947948759,8.884866446580956,39.83452377915607,0.6526315789473685,13.226494526015026,9.470393577882383
0,269,24.0,1597.9166666666667,3128.2916666666665,0.7341892249200461,5.527906391541368,18.899494936611664,0.75,7.237514880256523,4.91387384207645
0,270,88.0,1605.5,3134.9772727272725,0.7818122584902658,10.585134856802455,50.45584412271571,0.7213114754098361,14.856841378553229,9.263447216622613
0,271,756.0,1621.5899470899471,64.68650793650794,0.6853480000027251,31.025297674958463,330.32085117392114,0.5775401069518716,46.40214573594682,33.790771458068285
0,272,29.0,1607.9310344827586,93.96551724137932,0.8610722728598619,6.076507779746499,22.31370849898476,0.7631578947368421,9.288978446608166,4.72328378773659
0,273,1.0,1604.0,2140.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,274,648.0,1628.1805555555557,2566.58024691358,0.7532752409795387,28.723844188903154,337.8416664540925,0.5364238410596026,47.12067232434716,30.991521289095548
0,275,1.0,1612.0,1762.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,276,1.0,1615.0,2951.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,277,1637.0,1643.5675015271838,3181.306047648137,0.7437003712565632,45.654059345598846,821.8143212436227,0.4907074340527578,74.8155665940836,50.01518595596326
0,278,4.0,1619.5,582.0,0.9241763718304448,2.256758334191025,4.414213562373095,1.0,3.23606797749979,1.2360679774997898
0,279,1.0,1621.0,2708.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,280,1.0,1622.0,583.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,281,6.0,1628.5,2255.6666666666665,0.8703882797784891,2.763953195770684,6.414213562373095,1.0,3.8297084310253524,1.8856180831641272
0,282,1.0,1643.0,3155.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,283,1.0,1671.0,3028.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,284,3.0,1672.3333333333333,2675.0,0.97372313034591,1.9544100476116797,1.2071067811865475,0.75,3.677088528342677,0.8374020402130087
0,285,8.0,1677.625,454.375,0.9244256754487012,3.1915382432114616,7.621320343559642,0.6666666666666666,6.705296373273752,2.5571469544321994
0,286,203.0,1687.2019704433499,3237.497536945813,0.910526876460711,16.07692842495848,118.11879502661797,0.5750708215297451,30.57866863762586,12.64274702562177
0,287,1.0,1694.0,251.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,288,2717.0,1738.4950312845049,3225.4626426205373,0.8456721933003282,58.81659496303265,1133.0996385116111,0.49498997995991983,108.40237055577809,57.854634753652824
0,289,95.0,1716.8,2976.2736842105264,0.9137821469769007,10.998079684646791,65.94112549695429,0.5588235294117647,24.0534806422527,9.77063480280776
0,290,3.0,1713.0,153.66666666666666,0.97372313034591,1.9544100476116797,1.2071067811865475,0.75,3.677088528342677,0.8374020402130087
0,291,1.0,1714.0,2060.0,0.0,1.1283791670955126,0.0,1.0,0.0,0.0
0,292,3.0,1716.0,150.0,1.0,1.9544100476116797,1.0,1.0,3.265986323710904,0.0
0,293,21.0,1718.8095238095239,2831.2380952380954,0.8381963650315928,5.170882945826411,19.86396103067893,0.6,8.971078359582938,4.8925439830739785
0,294,190.0,1727.3368421052633,684.7157894736843,0.7514754824791605,15.553633450087505,132.39696961967,0.5900621118012422,24.031451941510092,15.855015167086465
0,295,4.0,1722.0,2143.5,1.0,2.256758334191025,2.0,1.0,4.47213595499958,0.0
